trial_0,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29
382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500,382500
385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000,385000
387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500,387500
390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000,390000
392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500,392500
395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000,395000
397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500,397500
400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000
402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500,402500
405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000,405000
407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500,407500
410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000,410000
412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500,412500
415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000,415000
417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500,417500
420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000,420000
422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500,422500
425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000,425000
427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500,427500
430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000,430000
432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500,432500
435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000,435000
437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500,437500
440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000,440000
442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500,442500
445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000,445000
447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500,447500
450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000,450000
452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500,452500
455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000,455000
457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500,457500
460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000,460000
462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500,462500
465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000,465000
467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500,467500
470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000,470000
472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500,472500
475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000,475000
477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500,477500
480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000,480000
482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500,482500
485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000,485000
487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500,487500
490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000,490000
492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500,492500
495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000,495000
497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500,497500
500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000,500000
502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500,502500
505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000,505000
507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500,507500
510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000,510000
512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500,512500
515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000,515000
517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500,517500
520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000,520000
522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500,522500
525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000,525000
527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500,527500
530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000,530000
532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500,532500
535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000,535000
537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500,537500
540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000,540000
542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500,542500
545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000,545000
547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500,547500
550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000,550000
